ID_encuesta,Relacion_MarNCP,Ocu_agrupado,Encuestador,Sitio,Residencia_costa,Distancia_residenciaKm,Edad,Genero,Ingresos,Integrantes_familia,Nota_conocimiento,Participacion_avistamiento,AmbOrigen,Ambiente_bienestar,Ambiente,Agrado,Desagrado,Frec_visita,Frec_infancia,Ingreso_percap,AgradoCH,DesagradoCH
CV30011992,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.16666666666666666,28,Femenino,1000000,6,2,0,PLAYA NATURAL,6,PlayaNat,2,5,0.01,-1,166666.66666666666,Comportamiento,Nada le desagrada
CV30011992,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.16666666666666666,28,Femenino,1000000,6,2,0,PLAYA NATURAL,5,PlayaInt,4,2,1,0,166666.66666666666,Simbolismo,Comportamiento
CV30011992,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.16666666666666666,28,Femenino,1000000,6,2,0,PLAYA NATURAL,7,RocaNat,3,5,0.25,0,166666.66666666666,Familiaridad,Nada le desagrada
CV30011992,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.16666666666666666,28,Femenino,1000000,6,2,0,PLAYA NATURAL,5,RocaInt,2,5,0.04,-1,166666.66666666666,Comportamiento,Nada le desagrada
EA1962,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,57,Femenino,425000,3,2,0,PLAYA NATURAL,7,Verde,2,5,1,0,141666.66666666666,Comportamiento,Nada le desagrada
EA1962,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,57,Femenino,425000,3,2,0,PLAYA NATURAL,1,Urbano,5,5,1,0,141666.66666666666,Nada le agrada,Nada le desagrada
EA1962,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,57,Femenino,425000,3,2,0,PLAYA NATURAL,7,PlayaNat,4,5,1,1,141666.66666666666,Simbolismo,Nada le desagrada
EA1962,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,57,Femenino,425000,3,2,0,PLAYA NATURAL,5,PlayaInt,5,3,0.01,0,141666.66666666666,Nada le agrada,Familiaridad
EA1962,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,57,Femenino,425000,3,2,0,PLAYA NATURAL,7,RocaNat,3,5,1,0,141666.66666666666,Familiaridad,Nada le desagrada
EA1962,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,57,Femenino,425000,3,2,0,PLAYA NATURAL,7,RocaInt,2,5,0.01,1,141666.66666666666,Comportamiento,Nada le desagrada
SA21051966,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.2,53,Femenino,150000,2,4,0,PLAYA NATURAL,7,Verde,2,5,1,0,75000,Comportamiento,Nada le desagrada
SA21051966,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.2,53,Femenino,150000,2,4,0,PLAYA NATURAL,7,Urbano,3,5,1,0,75000,Familiaridad,Nada le desagrada
SA21051966,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.2,53,Femenino,150000,2,4,0,PLAYA NATURAL,7,PlayaInt,3,5,1,1,75000,Familiaridad,Nada le desagrada
SA21051966,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.2,53,Femenino,150000,2,4,0,PLAYA NATURAL,7,RocaNat,4,5,0.25,1,75000,Simbolismo,Nada le desagrada
SA21051966,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.2,53,Femenino,150000,2,4,0,PLAYA NATURAL,7,RocaInt,4,5,0.01,0,75000,Simbolismo,Nada le desagrada
DP201099,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.14285714285714285,20,Femenino,1000000,8,4,0.5,PLAYA NATURAL,7,Verde,2,5,1,1,125000,Comportamiento,Nada le desagrada
DP201099,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.14285714285714285,20,Femenino,1000000,8,4,0.5,PLAYA NATURAL,7,Urbano,2,5,1,1,125000,Comportamiento,Nada le desagrada
DP201099,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.14285714285714285,20,Femenino,1000000,8,4,0.5,PLAYA NATURAL,7,PlayaNat,3,5,1,1,125000,Familiaridad,Nada le desagrada
DP201099,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.14285714285714285,20,Femenino,1000000,8,4,0.5,PLAYA NATURAL,7,PlayaInt,4,5,1,1,125000,Simbolismo,Nada le desagrada
DP201099,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.14285714285714285,20,Femenino,1000000,8,4,0.5,PLAYA NATURAL,7,RocaNat,3,5,1,1,125000,Familiaridad,Nada le desagrada
DP201099,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.14285714285714285,20,Femenino,1000000,8,4,0.5,PLAYA NATURAL,7,RocaInt,3,5,1,1,125000,Familiaridad,Nada le desagrada
SA21051966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PlayaNat,4,5,1,1,NA,Simbolismo,Nada le desagrada
