ID_encuesta,Relacion_MarNCP,Ocu_agrupado,Encuestador,Sitio,Residencia_costa,Distancia_residenciaKm,Edad,Genero,Ingresos,Integrantes_familia,Nota_conocimiento,Participacion_avistamiento,AmbOrigen,Ambiente_bienestar,Ambiente,Agrado,Desagrado,Frec_visita,Frec_infancia,Ingreso_percap,AgradoCH,DesagradoCH
AA12121991,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,MUELLE BARON,Reside en la costa,0.3333333333333333,28,Masculino,1000000,4,4,0.25,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,250000,Comportamiento,Nada le desagrada
AA12121991,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,MUELLE BARON,Reside en la costa,0.3333333333333333,28,Masculino,1000000,4,4,0.25,ROCA INTERVENIDA,6,PlayaInt,2,2,1,0,250000,Comportamiento,Comportamiento
AA12121991,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,MUELLE BARON,Reside en la costa,0.3333333333333333,28,Masculino,1000000,4,4,0.25,ROCA INTERVENIDA,7,RocaNat,2,5,0.25,1,250000,Comportamiento,Nada le desagrada
AA12121991,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,MUELLE BARON,Reside en la costa,0.3333333333333333,28,Masculino,1000000,4,4,0.25,ROCA INTERVENIDA,7,RocaInt,3,2,1,1,250000,Familiaridad,Comportamiento
JT31071988,MATERIAL- Alimentación,Profesional,FRAN,MUELLE BARON,NA,0.02564102564102564,31,Masculino,1000000,3,5.5,0,ROCA INTERVENIDA,7,Verde,2,5,0.04,1,333333.3333333333,Comportamiento,Nada le desagrada
JT31071988,MATERIAL- Alimentación,Profesional,FRAN,MUELLE BARON,NA,0.02564102564102564,31,Masculino,1000000,3,5.5,0,ROCA INTERVENIDA,7,Urbano,1,3,1,1,333333.3333333333,Estética,Familiaridad
JT31071988,MATERIAL- Alimentación,Profesional,FRAN,MUELLE BARON,NA,0.02564102564102564,31,Masculino,1000000,3,5.5,0,ROCA INTERVENIDA,7,PlayaNat,2,5,1,1,333333.3333333333,Comportamiento,Nada le desagrada
JT31071988,MATERIAL- Alimentación,Profesional,FRAN,MUELLE BARON,NA,0.02564102564102564,31,Masculino,1000000,3,5.5,0,ROCA INTERVENIDA,7,PlayaInt,1,2,1,1,333333.3333333333,Estética,Comportamiento
JT31071988,MATERIAL- Alimentación,Profesional,FRAN,MUELLE BARON,NA,0.02564102564102564,31,Masculino,1000000,3,5.5,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,1,333333.3333333333,Comportamiento,Nada le desagrada
JT31071988,MATERIAL- Alimentación,Profesional,FRAN,MUELLE BARON,NA,0.02564102564102564,31,Masculino,1000000,3,5.5,0,ROCA INTERVENIDA,5,RocaInt,2,3,1,1,333333.3333333333,Comportamiento,Familiaridad
LS12061959,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,FRAN,PARQUE EL LITRE,Reside en la costa,0.07692307692307693,60,Masculino,1000000,1,4,0,VERDE,7,Verde,4,5,1,1,1000000,Simbolismo,Nada le desagrada
LS12061959,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,FRAN,PARQUE EL LITRE,Reside en la costa,0.07692307692307693,60,Masculino,1000000,1,4,0,VERDE,7,Urbano,2,5,1,0,1000000,Comportamiento,Nada le desagrada
LS12061959,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,FRAN,PARQUE EL LITRE,Reside en la costa,0.07692307692307693,60,Masculino,1000000,1,4,0,VERDE,6,PlayaNat,3,5,0.04,-1,1000000,Familiaridad,Nada le desagrada
LS12061959,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,FRAN,PARQUE EL LITRE,Reside en la costa,0.07692307692307693,60,Masculino,1000000,1,4,0,VERDE,5,PlayaInt,3,5,0.25,-1,1000000,Familiaridad,Nada le desagrada
LS12061959,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,FRAN,PARQUE EL LITRE,Reside en la costa,0.07692307692307693,60,Masculino,1000000,1,4,0,VERDE,7,RocaNat,3,5,0.04,-1,1000000,Familiaridad,Nada le desagrada
LS12061959,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,FRAN,PARQUE EL LITRE,Reside en la costa,0.07692307692307693,60,Masculino,1000000,1,4,0,VERDE,7,RocaInt,3,5,0.25,-1,1000000,Familiaridad,Nada le desagrada
MM31011970,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,PARQUE EL LITRE,NA,0.007407407407407408,49,Femenino,1925000,4,2,0,VERDE,7,Verde,2,5,1,0,481250,Comportamiento,Nada le desagrada
MM31011970,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,PARQUE EL LITRE,NA,0.007407407407407408,49,Femenino,1925000,4,2,0,VERDE,7,Urbano,4,5,1,0,481250,Simbolismo,Nada le desagrada
MM31011970,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,PARQUE EL LITRE,NA,0.007407407407407408,49,Femenino,1925000,4,2,0,VERDE,7,PlayaNat,2,5,0.25,1,481250,Comportamiento,Nada le desagrada
MM31011970,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,PARQUE EL LITRE,NA,0.007407407407407408,49,Femenino,1925000,4,2,0,VERDE,6,PlayaInt,3,2,0.25,1,481250,Familiaridad,Comportamiento
MM31011970,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,PARQUE EL LITRE,NA,0.007407407407407408,49,Femenino,1925000,4,2,0,VERDE,7,RocaNat,2,5,0.04,0,481250,Comportamiento,Nada le desagrada
MM31011970,NO MATERIAL- Exp. fís. y psic.,Profesional,FRAN,PARQUE EL LITRE,NA,0.007407407407407408,49,Femenino,1925000,4,2,0,VERDE,7,RocaInt,3,2,0.04,0,481250,Familiaridad,Comportamiento
AT2881960,NO MATERIAL- Sop. identidad,NA,GIORGIA,RENACA CENTRO,NA,0.2,59,Masculino,425000,7,5,0,URBANO,7,Verde,2,5,1,-1,60714.28571428572,Comportamiento,Nada le desagrada
AT2881960,NO MATERIAL- Sop. identidad,NA,GIORGIA,RENACA CENTRO,NA,0.2,59,Masculino,425000,7,5,0,URBANO,7,Urbano,2,2,1,1,60714.28571428572,Comportamiento,Comportamiento
AT2881960,NO MATERIAL- Sop. identidad,NA,GIORGIA,RENACA CENTRO,NA,0.2,59,Masculino,425000,7,5,0,URBANO,7,PlayaNat,2,5,0.04,-1,60714.28571428572,Comportamiento,Nada le desagrada
AT2881960,NO MATERIAL- Sop. identidad,NA,GIORGIA,RENACA CENTRO,NA,0.2,59,Masculino,425000,7,5,0,URBANO,7,PlayaInt,1,5,1,-1,60714.28571428572,Estética,Nada le desagrada
AT2881960,NO MATERIAL- Sop. identidad,NA,GIORGIA,RENACA CENTRO,NA,0.2,59,Masculino,425000,7,5,0,URBANO,7,RocaNat,4,5,0.25,-1,60714.28571428572,Simbolismo,Nada le desagrada
AT2881960,NO MATERIAL- Sop. identidad,NA,GIORGIA,RENACA CENTRO,NA,0.2,59,Masculino,425000,7,5,0,URBANO,7,RocaInt,2,5,0.01,-1,60714.28571428572,Comportamiento,Nada le desagrada
GC2978,NO MATERIAL- Sop. identidad,Técnico/ operacional,GIORGIA,RENACA CENTRO,Reside en la costa,0.5,30,Masculino,1000000,4,3,0,URBANO,7,Verde,4,5,1,0,250000,Simbolismo,Nada le desagrada
GC2978,NO MATERIAL- Sop. identidad,Técnico/ operacional,GIORGIA,RENACA CENTRO,Reside en la costa,0.5,30,Masculino,1000000,4,3,0,URBANO,7,Urbano,3,2,1,1,250000,Familiaridad,Comportamiento
GC2978,NO MATERIAL- Sop. identidad,Técnico/ operacional,GIORGIA,RENACA CENTRO,Reside en la costa,0.5,30,Masculino,1000000,4,3,0,URBANO,7,PlayaNat,4,5,1,1,250000,Simbolismo,Nada le desagrada
GC2978,NO MATERIAL- Sop. identidad,Técnico/ operacional,GIORGIA,RENACA CENTRO,Reside en la costa,0.5,30,Masculino,1000000,4,3,0,URBANO,7,PlayaInt,4,5,1,1,250000,Simbolismo,Nada le desagrada
GC2978,NO MATERIAL- Sop. identidad,Técnico/ operacional,GIORGIA,RENACA CENTRO,Reside en la costa,0.5,30,Masculino,1000000,4,3,0,URBANO,7,RocaNat,2,5,1,1,250000,Comportamiento,Nada le desagrada
GC2978,NO MATERIAL- Sop. identidad,Técnico/ operacional,GIORGIA,RENACA CENTRO,Reside en la costa,0.5,30,Masculino,1000000,4,3,0,URBANO,7,RocaInt,3,5,0.01,0,250000,Familiaridad,Nada le desagrada
HM28111993,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,CASA,Reside en la costa,0.5,26,Masculino,425000,2,3,0,VERDE,5,Verde,3,5,0.25,-1,212500,Familiaridad,Nada le desagrada
HM28111993,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,CASA,Reside en la costa,0.5,26,Masculino,425000,2,3,0,VERDE,1,Urbano,5,1,1,1,212500,Nada le agrada,Estética
HM28111993,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,CASA,Reside en la costa,0.5,26,Masculino,425000,2,3,0,VERDE,5,PlayaNat,3,5,1,0,212500,Familiaridad,Nada le desagrada
HM28111993,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,CASA,Reside en la costa,0.5,26,Masculino,425000,2,3,0,VERDE,3,PlayaInt,1,3,1,1,212500,Estética,Familiaridad
HM28111993,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,CASA,Reside en la costa,0.5,26,Masculino,425000,2,3,0,VERDE,7,RocaNat,3,5,1,1,212500,Familiaridad,Nada le desagrada
HM28111993,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,CASA,Reside en la costa,0.5,26,Masculino,425000,2,3,0,VERDE,5,RocaInt,3,5,0.04,-1,212500,Familiaridad,Nada le desagrada
TEC301172,NO MATERIAL- Aprendizaje e insp.,Supervisor/gerente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,47,Masculino,1925000,1,5,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,1,1925000,Familiaridad,Nada le desagrada
TEC301172,NO MATERIAL- Aprendizaje e insp.,Supervisor/gerente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,47,Masculino,1925000,1,5,0.5,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1925000,Comportamiento,Nada le desagrada
TEC301172,NO MATERIAL- Aprendizaje e insp.,Supervisor/gerente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,47,Masculino,1925000,1,5,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,0,1925000,Familiaridad,Nada le desagrada
TEC301172,NO MATERIAL- Aprendizaje e insp.,Supervisor/gerente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,47,Masculino,1925000,1,5,0.5,ROCA INTERVENIDA,6,PlayaInt,2,3,1,0,1925000,Comportamiento,Familiaridad
TEC301172,NO MATERIAL- Aprendizaje e insp.,Supervisor/gerente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,47,Masculino,1925000,1,5,0.5,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1925000,Familiaridad,Nada le desagrada
TEC301172,NO MATERIAL- Aprendizaje e insp.,Supervisor/gerente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,47,Masculino,1925000,1,5,0.5,ROCA INTERVENIDA,7,RocaInt,3,2,1,1,1925000,Familiaridad,Comportamiento
KS03061991,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,5,Verde,2,2,1,1,212500,Comportamiento,Comportamiento
KS03061991,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,Urbano,3,5,1,0,212500,Familiaridad,Nada le desagrada
KS03061991,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,212500,Familiaridad,Nada le desagrada
KS03061991,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,212500,Familiaridad,Nada le desagrada
KS03061991,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,212500,Simbolismo,Nada le desagrada
KS03061991,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,212500,Comportamiento,Nada le desagrada
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,106250,Estética,Nada le desagrada
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,106250,Comportamiento,Nada le desagrada
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,106250,Comportamiento,Nada le desagrada
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,106250,Comportamiento,Nada le desagrada
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,106250,Comportamiento,Nada le desagrada
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,106250,Comportamiento,Nada le desagrada
GUS2082,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,962500,Familiaridad,Nada le desagrada
GUS2082,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,962500,Familiaridad,Nada le desagrada
GUS2082,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,962500,Familiaridad,Nada le desagrada
GUS2082,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,962500,Familiaridad,Nada le desagrada
GUS2082,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,962500,Familiaridad,Nada le desagrada
GUS2082,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,RocaInt,3,5,1,1,962500,Familiaridad,Nada le desagrada
GC14051998,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.2,21,Masculino,1000000,4,1,0.25,ROCA INTERVENIDA,6,Verde,3,2,1,-1,250000,Familiaridad,Comportamiento
GC14051998,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.2,21,Masculino,1000000,4,1,0.25,ROCA INTERVENIDA,4,Urbano,3,2,1,0,250000,Familiaridad,Comportamiento
GC14051998,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.2,21,Masculino,1000000,4,1,0.25,ROCA INTERVENIDA,7,PlayaNat,3,2,1,1,250000,Familiaridad,Comportamiento
GC14051998,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.2,21,Masculino,1000000,4,1,0.25,ROCA INTERVENIDA,4,PlayaInt,3,2,1,1,250000,Familiaridad,Comportamiento
GC14051998,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.2,21,Masculino,1000000,4,1,0.25,ROCA INTERVENIDA,6,RocaNat,3,5,1,1,250000,Familiaridad,Nada le desagrada
GC14051998,NO MATERIAL- Aprendizaje e insp.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.2,21,Masculino,1000000,4,1,0.25,ROCA INTERVENIDA,4,RocaInt,5,2,0.01,-1,250000,Nada le agrada,Comportamiento
WL29081999,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,20,Masculino,1000000,4,2,0,ROCA INTERVENIDA,7,Verde,2,2,1,1,250000,Comportamiento,Comportamiento
WL29081999,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,20,Masculino,1000000,4,2,0,ROCA INTERVENIDA,7,Urbano,2,2,1,0,250000,Comportamiento,Comportamiento
WL29081999,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,20,Masculino,1000000,4,2,0,ROCA INTERVENIDA,7,PlayaNat,2,2,1,-1,250000,Comportamiento,Comportamiento
WL29081999,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,20,Masculino,1000000,4,2,0,ROCA INTERVENIDA,5,PlayaInt,3,2,0.25,0,250000,Familiaridad,Comportamiento
WL29081999,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,20,Masculino,1000000,4,2,0,ROCA INTERVENIDA,6,RocaNat,2,2,1,0,250000,Comportamiento,Comportamiento
WL29081999,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,20,Masculino,1000000,4,2,0,ROCA INTERVENIDA,7,RocaInt,2,2,1,1,250000,Comportamiento,Comportamiento
CA1661950,NO MATERIAL- Exp. fís. y psic.,Inactivo,GIORGIA,MUELLE BARON,Reside en la costa,1,69,Masculino,150000,1,4,0,ROCA INTERVENIDA,7,Verde,4,2,1,0,150000,Simbolismo,Comportamiento
CA1661950,NO MATERIAL- Exp. fís. y psic.,Inactivo,GIORGIA,MUELLE BARON,Reside en la costa,1,69,Masculino,150000,1,4,0,ROCA INTERVENIDA,7,Urbano,2,2,0.25,-1,150000,Comportamiento,Comportamiento
CA1661950,NO MATERIAL- Exp. fís. y psic.,Inactivo,GIORGIA,MUELLE BARON,Reside en la costa,1,69,Masculino,150000,1,4,0,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,150000,Familiaridad,Nada le desagrada
CA1661950,NO MATERIAL- Exp. fís. y psic.,Inactivo,GIORGIA,MUELLE BARON,Reside en la costa,1,69,Masculino,150000,1,4,0,ROCA INTERVENIDA,7,PlayaInt,2,5,1,1,150000,Comportamiento,Nada le desagrada
CA1661950,NO MATERIAL- Exp. fís. y psic.,Inactivo,GIORGIA,MUELLE BARON,Reside en la costa,1,69,Masculino,150000,1,4,0,ROCA INTERVENIDA,7,RocaNat,2,5,1,1,150000,Comportamiento,Nada le desagrada
CA1661950,NO MATERIAL- Exp. fís. y psic.,Inactivo,GIORGIA,MUELLE BARON,Reside en la costa,1,69,Masculino,150000,1,4,0,ROCA INTERVENIDA,7,RocaInt,2,2,1,1,150000,Comportamiento,Comportamiento
DSM020597,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,22,Masculino,425000,5,4,0,ROCA INTERVENIDA,7,Verde,2,2,1,0,85000,Comportamiento,Comportamiento
DSM020597,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,22,Masculino,425000,5,4,0,ROCA INTERVENIDA,5,Urbano,5,3,1,1,85000,Nada le agrada,Familiaridad
DSM020597,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,22,Masculino,425000,5,4,0,ROCA INTERVENIDA,7,PlayaNat,2,3,1,1,85000,Comportamiento,Familiaridad
DSM020597,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,22,Masculino,425000,5,4,0,ROCA INTERVENIDA,6,PlayaInt,2,2,1,1,85000,Comportamiento,Comportamiento
DSM020597,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,22,Masculino,425000,5,4,0,ROCA INTERVENIDA,7,RocaNat,2,2,1,-1,85000,Comportamiento,Comportamiento
DSM020597,MATERIAL- Materiales y asistencia,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,22,Masculino,425000,5,4,0,ROCA INTERVENIDA,6,RocaInt,2,2,1,1,85000,Comportamiento,Comportamiento
DFG18121974,REGULACIÓN- Reg. cal. aire,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,44,Femenino,1000000,1,4,0,ROCA INTERVENIDA,7,Verde,3,5,0.04,-1,1000000,Familiaridad,Nada le desagrada
DFG18121974,REGULACIÓN- Reg. cal. aire,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,44,Femenino,1000000,1,4,0,ROCA INTERVENIDA,7,Urbano,2,5,1,0,1000000,Comportamiento,Nada le desagrada
DFG18121974,REGULACIÓN- Reg. cal. aire,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,44,Femenino,1000000,1,4,0,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,1000000,Familiaridad,Nada le desagrada
DFG18121974,REGULACIÓN- Reg. cal. aire,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,44,Femenino,1000000,1,4,0,ROCA INTERVENIDA,5,PlayaInt,3,2,1,0,1000000,Familiaridad,Comportamiento
DFG18121974,REGULACIÓN- Reg. cal. aire,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,44,Femenino,1000000,1,4,0,ROCA INTERVENIDA,7,RocaNat,3,5,0.25,1,1000000,Familiaridad,Nada le desagrada
DFG18121974,REGULACIÓN- Reg. cal. aire,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.6666666666666666,44,Femenino,1000000,1,4,0,ROCA INTERVENIDA,7,RocaInt,3,5,1,1,1000000,Familiaridad,Nada le desagrada
MG1110,REGULACIÓN- Reg. cal. aire,Supervisor/gerente,GIORGIA,PLAZA GABRIELA MISTRAL,Reside en la costa,0.4,54,Masculino,425000,1,2,0,VERDE,6,Verde,3,5,0.25,1,425000,Familiaridad,Nada le desagrada
MG1110,REGULACIÓN- Reg. cal. aire,Supervisor/gerente,GIORGIA,PLAZA GABRIELA MISTRAL,Reside en la costa,0.4,54,Masculino,425000,1,2,0,VERDE,5,Urbano,2,5,1,1,425000,Comportamiento,Nada le desagrada
MG1110,REGULACIÓN- Reg. cal. aire,Supervisor/gerente,GIORGIA,PLAZA GABRIELA MISTRAL,Reside en la costa,0.4,54,Masculino,425000,1,2,0,VERDE,5,PlayaNat,2,5,0.04,0,425000,Comportamiento,Nada le desagrada
MG1110,REGULACIÓN- Reg. cal. aire,Supervisor/gerente,GIORGIA,PLAZA GABRIELA MISTRAL,Reside en la costa,0.4,54,Masculino,425000,1,2,0,VERDE,4,PlayaInt,5,3,0.25,1,425000,Nada le agrada,Familiaridad
MG1110,REGULACIÓN- Reg. cal. aire,Supervisor/gerente,GIORGIA,PLAZA GABRIELA MISTRAL,Reside en la costa,0.4,54,Masculino,425000,1,2,0,VERDE,7,RocaNat,3,5,1,1,425000,Familiaridad,Nada le desagrada
MG1110,REGULACIÓN- Reg. cal. aire,Supervisor/gerente,GIORGIA,PLAZA GABRIELA MISTRAL,Reside en la costa,0.4,54,Masculino,425000,1,2,0,VERDE,6,RocaInt,2,3,0.04,-1,425000,Comportamiento,Familiaridad
JV1871,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,54,Femenino,1000000,3,4,0,PLAYA NATURAL,7,Verde,2,5,0.25,1,333333.3333333333,Comportamiento,Nada le desagrada
JV1871,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,54,Femenino,1000000,3,4,0,PLAYA NATURAL,7,Urbano,3,5,1,0,333333.3333333333,Familiaridad,Nada le desagrada
JV1871,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,54,Femenino,1000000,3,4,0,PLAYA NATURAL,7,PlayaNat,1,1,0.01,1,333333.3333333333,Estética,Estética
JV1871,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,54,Femenino,1000000,3,4,0,PLAYA NATURAL,7,PlayaInt,1,5,1,1,333333.3333333333,Estética,Nada le desagrada
JV1871,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,54,Femenino,1000000,3,4,0,PLAYA NATURAL,7,RocaNat,2,5,0.25,1,333333.3333333333,Comportamiento,Nada le desagrada
JV1871,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.07142857142857142,54,Femenino,1000000,3,4,0,PLAYA NATURAL,7,RocaInt,2,5,0.01,1,333333.3333333333,Comportamiento,Nada le desagrada
CV30011992,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.16666666666666666,28,Femenino,1000000,6,2,0,PLAYA NATURAL,7,Verde,2,5,0.25,0,166666.66666666666,Comportamiento,Nada le desagrada
CV30011992,NO MATERIAL- Exp. fís. y psic.,Técnico/ operacional,GIORGIA,LAS SALINAS,Reside en la costa,0.16666666666666666,28,Femenino,1000000,6,2,0,PLAYA NATURAL,5,Urbano,4,5,1,0,166666.66666666666,Simbolismo,Nada le desagrada
